frame,object_id,x_position,y_position,confidence
66,1,182.7395006283251,583.8864029236321,0.6766364336013795
66,2,361.9565807008724,590.9551129506873,0.686177213191986
67,0,390.86883259722407,553.9008012668172,0.7511050701141357
67,1,182.83354601048654,583.7788513979714,0.6778244415918987
67,2,360.5161972091638,591.2047715772429,0.6873363184928895
68,0,391.0120549551691,553.2711749767278,0.7519145329793293
68,1,182.9063692941528,583.7537858174812,0.6791269977887472
68,2,359.5523536536738,591.0896425156923,0.6878448009490967
69,0,390.5540054963275,552.4073587291658,0.7549387931823729
69,1,182.69031846976793,583.7371806986994,0.6753316283226013
69,2,358.20846410537916,590.3368884798608,0.6870003199577331
70,0,389.8762186042045,552.098725306625,0.7541476567586264
70,1,182.45766504332954,583.5961080401695,0.6766536156336467
70,2,358.0188136680488,590.3312762277451,0.6880734705924988
71,0,389.6686067613858,552.3003449760689,0.7543030738830566
71,1,182.17932743634682,583.6924894506259,0.6720751404762267
71,2,359.04246372483925,590.3148645563158,0.6867130661010743
72,0,389.19680099049117,552.3591899444932,0.7524805386861164
72,1,182.32069840659628,583.7780736711978,0.6747280756632487
72,2,360.2413039229107,590.9553578458829,0.688320574760437
73,0,388.56029386056446,552.204711311975,0.7508278052012125
73,1,181.899318937088,583.1143424174255,0.6656544923782349
73,2,361.3023056109801,590.2291844405174,0.6902002429962157
74,0,388.14859370239475,552.2354536674994,0.7440193653106689
74,1,182.38403874502959,582.9810674373589,0.6756252447764078
74,2,362.85286566810214,590.0075541591555,0.6921913266181946
75,0,387.6659262522624,552.285937953292,0.7499259154001873
75,1,182.92332719840005,583.3680877106677,0.6762800494829815
75,2,362.9784482746696,589.6609911476775,0.6909269547462463
76,0,386.4376277349031,552.0890245919286,0.7513667424519858
76,1,183.45360573147798,584.0243182040441,0.6732572833697001
76,2,361.26133661155393,589.5022024504234,0.6911846065521241
77,0,385.3227361888547,551.6044109823889,0.7496675173441568
77,1,183.21193461266662,583.7646079978618,0.6733774979909262
77,2,360.1204000497196,589.291633813599,0.6840436148643494
78,0,385.17507418501833,550.2190918255139,0.7479827562967936
78,1,183.26052973201178,583.50924130759,0.6705296039581299
78,2,360.34308393604294,588.4730270959703,0.685496015548706
79,0,385.3266094468461,548.7101486538365,0.750773811340332
79,1,183.18937978531034,583.2344759584935,0.6709519624710083
79,2,360.79064110181304,587.1989520926214,0.6841869640350342
80,0,385.6068761646584,547.6844644750616,0.752125851313273
80,1,183.5992816050967,583.4294218761842,0.6764215509096781
80,2,360.19878436305004,586.2872580339938,0.6859032583236694
81,0,385.54916635861565,546.4352715444809,0.7531097888946533
81,1,183.84355039556468,584.0793638295756,0.6727105061213176
81,2,363.1578374583964,585.8938297353756,0.6851642942428589
82,0,385.75199517913387,544.9904251179998,0.7533754984537762
82,1,183.75102967016966,583.7747879567053,0.6698562939961752
82,2,365.0534028020419,584.036411442328,0.6881895303726197
83,0,386.6275041032839,542.6616923474284,0.7531988779703775
83,1,183.3166491525488,583.6057644650103,0.676077127456665
83,2,366.0386340393628,581.8318297761595,0.6898591589927673
84,0,387.7839659583274,543.4122087006809,0.7491577625274658
84,1,183.30839107480284,583.9064422653187,0.6756905635197957
84,2,367.5497888854441,581.8120246113169,0.6888151454925537
85,0,388.8131689744481,543.1665583021495,0.7504686514536539
85,1,182.65410131926106,584.5394727308912,0.6767264445622763
85,2,366.7116452247978,583.0235417657676,0.6853264832496644
86,0,389.63963971588385,544.2456617410163,0.7547188282012941
86,1,182.87286570795624,584.4453579665515,0.6730913837750753
86,2,366.114210141472,582.6676300254767,0.6833467435836791
87,0,392.3232208475107,545.5765392322446,0.7513905843098959
87,1,182.91833551916028,584.606883601045,0.6727782567342123
87,2,367.2218631092501,582.709626829266,0.6850056767463684
88,0,394.29660744942777,546.6347505033448,0.7527519543965658
88,1,183.02778727140975,584.3764795342734,0.6736391464869182
88,2,366.3611394671641,583.0545532071245,0.6856601977348328
89,0,396.06946003036774,546.2255227003361,0.7523371060689291
89,1,183.17404891526076,584.7323531031404,0.6793197194735209
89,2,368.36624134608627,580.6637108096875,0.6877815365791321
90,0,398.62578394832826,545.8370455795848,0.7541585763295492
90,1,183.31983373881016,584.4407128545546,0.6752000252405802
90,2,372.7911276320009,579.0786525132751,0.6841529083251953
91,0,400.192560718709,544.9940003244027,0.7470865567525227
91,1,183.43691178506205,584.2562862378026,0.6752435406049092
91,2,378.40843718850516,579.7460671484558,0.6813055610656737
92,0,402.16121243691407,544.2756039255476,0.750320037206014
92,1,183.22732826965392,583.5860527964581,0.6716705242792765
92,2,384.40282741692516,581.9382744886394,0.6822063970565797
93,0,402.86293311768014,544.021587509269,0.7520709832509359
93,1,183.06884630302923,583.0356321529027,0.6684770425160727
93,2,388.94707741733885,582.5371148098562,0.6859012341499329
94,0,403.05826630363737,543.5145632061051,0.7505945682525633
94,1,183.08416287167896,583.2452494047618,0.6696419755617778
94,2,394.8130100081122,582.7610341303199,0.684722330570221
95,0,400.960531612415,541.36788629228,0.7512514273325603
95,1,183.11993460155156,582.6521452877843,0.6754807353019715
95,2,398.9856428784721,580.5879018563206,0.687288830280304
96,0,397.9524846290748,536.7328708021586,0.7471968332926432
96,1,182.62043671941132,582.4945221637772,0.6760637362798055
96,2,401.73339932823734,577.2003975265656,0.6831601071357728
97,0,397.18745112347,534.3904740470166,0.7460982163747151
97,1,182.5338434372903,582.2252379795151,0.6777878284454345
97,2,404.2192570803226,573.9011075461789,0.6887229323387146
98,0,395.14871713585154,532.3987811569918,0.7436222553253172
98,1,182.56533067358023,582.5720597224296,0.6743049105008443
98,2,406.59189343734613,568.3591121258403,0.6900634527206421
99,0,395.76252056967985,531.4235675147962,0.7507825374603273
99,1,182.9126675028391,582.2212677966904,0.678625766436259
99,2,405.8477371580624,567.4427149578993,0.6881918740272521
100,0,397.2429008043344,531.4134631816952,0.7397447427113851
100,1,182.83960340941744,582.2339401763566,0.6782324671745301
100,2,403.47002193831105,566.5299953144504,0.6835443687438965
101,0,397.9545201753023,532.3432939613655,0.7435430208841959
101,1,182.97475676965118,582.5092013496297,0.678633459409078
101,2,404.61395622221073,562.8820141006175,0.6909411859512329
102,0,398.9645464647483,532.6389969123605,0.7448755105336508
102,1,183.33811854805697,583.0002137429772,0.6763407468795776
102,2,408.5986768709853,560.2171573789725,0.6863463091850281
103,0,399.92221419493296,532.5696809122998,0.6923249880472819
103,1,182.57829914722552,582.5641450579602,0.6809135317802429
103,2,412.4727528117851,557.8971638566379,0.6820198464393616
104,0,401.57639749794,533.1949561125092,0.8
104,1,182.65159657606478,583.0019131937461,0.6815782626469931
104,2,416.2117122229903,557.3525607661968,0.6851474118232727
105,0,403.5069271639222,532.8402241720745,0.8
105,1,182.59057743068314,582.2097157773286,0.6872783700625101
105,2,421.2076351305342,555.3612387654089,0.6825692057609558
106,0,405.04875909753184,532.2991561602086,0.8
106,1,182.45649353636628,582.2074085999964,0.685992153485616
106,2,423.9545749114431,554.5551378894637,0.6893240451812744
107,0,406.1280025181828,532.2118670269568,0.8
107,1,182.54009192633742,582.4356614980925,0.6824045578638712
107,2,426.8874312932692,552.1072487977184,0.6857568669319154
108,0,406.71786247784803,530.2536134231685,0.7358735561370849
108,1,182.4609601311953,581.8712477673128,0.6876889705657959
108,2,429.1643633454978,549.2102872513178,0.6869080710411073
109,0,406.3927492529129,529.8903712874813,0.7334789276123047
109,1,182.5185422010128,581.8308872768768,0.6825284123420715
109,2,432.0672174401575,544.7839657991764,0.6803418326377869
110,0,406.53881341681085,529.471059521456,0.7436889807383219
110,1,182.86407913638828,581.4346171412257,0.6862027923266093
110,2,434.8257559575042,540.9258516257553,0.6682492589950562
111,0,406.83104785340356,528.344335319699,0.7419328689575195
111,1,182.39823875147874,581.9122204304655,0.6837848027547201
111,2,437.3133189948185,537.3175870614931,0.6780396795272827
112,0,408.06599261203377,528.1237878612606,0.7176393032073974
112,1,182.46968080528936,581.1593971528731,0.6895795146624247
112,2,440.31168724856593,534.5115979038575,0.6800500226020812
113,0,407.72108438463573,527.9420415160492,0.8
113,1,181.98704646802275,581.0981583267516,0.6846614241600038
113,2,442.7496135920318,531.1329045510876,0.6893088221549988
114,0,407.49284526475236,529.364357492536,0.8
114,1,181.6513347077134,580.8777137267118,0.6900473475456237
114,2,442.6862636845092,529.9217569079952,0.6894671440124511
115,0,406.62383821120403,529.1360430756941,0.8
115,1,181.92267687788427,581.2210494088977,0.6891300717989605
115,2,442.4507179155506,527.2971477263466,0.6865826368331909
116,0,404.92983499012837,531.6532611560962,0.8
116,1,182.05512236718886,580.9649362001381,0.6930818716684978
116,2,447.06112195086365,525.5214067596849,0.6883618879318238
117,0,403.7109570302156,530.2900631704597,0.7214717864990234
117,1,182.5514852721117,581.2141934508104,0.6879137674967448
117,2,447.5605794048073,524.1497589424437,0.6919919633865357
118,0,402.81795573083787,531.1634612857597,0.7445115725199383
118,1,182.89635705339145,580.7115200982553,0.6871488491694132
118,2,448.1855267966328,523.5546335364995,0.691563172340393
119,0,403.7270945006884,531.8020591938194,0.7440537611643473
119,1,182.8364880168458,580.9118676783257,0.6919034083684285
119,2,448.85313716018584,523.7724083606518,0.6904688310623168
120,0,405.7512132374736,532.6986584561515,0.735099458694458
120,1,182.980957957579,581.287854677612,0.6877571980158489
120,2,448.8196270049134,524.2101479459607,0.686208791732788
121,0,407.493797365403,533.9104933063278,0.7481347242991129
121,1,182.96924373415925,580.8497379859735,0.6916634718577067
121,2,448.67846897691237,524.1086217720454,0.6853005242347716
122,0,408.8078311068355,533.0958607955178,0.7528693040211994
122,1,183.05504476845562,580.5642855582888,0.6894556681315104
122,2,448.9693417578929,523.1148739304987,0.6848015713691712
123,0,409.6446049067867,534.4170153378922,0.7525907198588054
123,1,183.26492265541555,580.462482305346,0.6896888017654419
123,2,449.4626407191386,523.1494005181779,0.6858483958244325
124,0,409.93781051461775,535.3459653240908,0.753069003423055
124,1,182.92648124675932,580.5916374945102,0.6852183739344279
124,2,449.2105661180294,521.11571739464,0.686336796283722
125,0,410.0989377628303,536.563443534472,0.7570500850677492
125,1,182.60439063195966,580.1107818074433,0.6880003134409587
125,2,449.16797159544797,521.9586558857615,0.6865256404876708
126,0,409.70086108690583,536.1213785517454,0.7556832472483318
126,1,182.35997845262668,580.2031140129301,0.6854309995969136
126,2,449.2408787787702,521.8072818401874,0.6853378915786743
127,0,410.7338963685061,534.859483851718,0.7565268516540528
127,1,182.65957983867594,579.7010966652898,0.6881861726442974
127,2,448.96110986354785,521.4427162716248,0.6872584056854247
128,0,412.05594449148396,534.3859978020186,0.7544838905334471
128,1,182.41018442841778,580.0018791596675,0.6866583307584126
128,2,448.74086537073083,520.608301144584,0.6862295937538146
129,0,411.273932015956,531.2656051604856,0.756545623143514
129,1,182.032390038406,579.5370402272362,0.6881351947784423
129,2,447.8798375434268,520.1679874083802,0.6830382370948792
130,0,409.82933192415425,527.0853253083574,0.7516005833943685
130,1,182.76269350203862,579.4529781931494,0.6845061818758645
130,2,448.17530358584816,517.0340997854139,0.6778304028511049
131,0,408.8571090436647,521.210564494997,0.7493624528249105
131,1,182.58722756182135,579.1462413855353,0.6835199038187664
131,2,448.2699516522601,513.263885442672,0.6820125818252564
132,0,408.26083905985024,514.0251150493173,0.7504503726959229
132,1,182.79161205817084,579.1203042203275,0.6865517934163412
132,2,448.02592064235233,508.3811978135879,0.688810703754425
133,0,406.1674758950818,509.60529001899863,0.7564237276713053
133,1,182.93100526983997,579.076960493654,0.6907871921857197
133,2,447.8948522090726,504.49293605193964,0.6913492584228516
134,0,402.7907058135061,507.45979943384486,0.7565327008565266
134,1,182.91984309029036,578.8521769490301,0.6917650858561197
134,2,446.3222823973894,503.4333459038579,0.6911587905883788
135,0,400.14246655313144,505.06081798471735,0.7529775460561116
135,1,182.32637810122037,579.2382363271979,0.6853925983111063
135,2,443.6281354694205,503.80523663043476,0.6912773847579956
136,0,399.1504656843345,502.3133018047853,0.7521943410237629
136,1,182.6250663808629,578.9364014226921,0.6901223421096802
136,2,444.54469210324606,500.2900640445288,0.6867567944526674
137,0,398.741441873003,499.7421446727448,0.7523852030436199
137,1,182.67168234591568,579.3115180472778,0.6903015454610189
137,2,445.9747848677698,499.8997439271746,0.6887438678741455
138,0,399.2085306047225,497.49417244699646,0.7511368910471597
138,1,182.62171616313125,578.9180989477168,0.6920732975006104
138,2,446.91650170238836,499.9019229623861,0.6871848535537719
139,0,398.22306819358346,495.3232452351733,0.7513296604156494
139,1,182.65890940592953,578.9047410812257,0.689595385392507
139,2,447.8987143626419,498.00615417242165,0.6842490935325622
140,0,395.863929713414,492.461976376676,0.7532052675882976
140,1,182.6604810458876,578.8300269370977,0.6902316371599833
140,2,449.7311986504758,491.5735280248792,0.6833522462844849
141,0,391.89340103064444,482.99324568778536,0.746432908376058
141,1,182.7234532172028,578.7069901485486,0.6913549145062764
141,2,451.56951586406956,485.0148986452726,0.6850889182090759
142,0,388.0098468912742,475.4213939429047,0.7486157576243082
142,1,183.10957448697113,577.5310018075502,0.6875088651974997
142,2,455.39370656917646,468.70536328735443,0.6806625247001648
143,0,385.32570558322357,470.81535773322884,0.7535540898640951
143,1,183.6161582102942,576.9150004354005,0.6896809021631877
143,2,459.6500675571322,453.53733402804556,0.6857354640960693
144,0,385.0144699153532,470.56114377857784,0.7552090326944988
144,1,183.68889860111264,576.5723277348086,0.6913912693659464
144,2,466.87959940099273,435.29376919562,0.6898177027702331
145,0,385.2107391926288,466.8003284371471,0.7540098508199057
145,1,184.0733056233103,576.075331158733,0.6917358160018922
145,2,475.24042170637455,420.8794329238065,0.6886251163482665
146,0,387.00739933592513,466.3082038678524,0.7465098857879638
146,1,184.16632870232235,575.3988815513827,0.6912684798240661
146,2,484.6123769446683,404.42368634097545,0.6897612190246581
147,0,386.3052220749108,461.8999570475642,0.7505106608072918
147,1,184.42719145904024,575.1061314561217,0.6886494159698486
147,2,495.0639689448448,388.4572752847623,0.6901242351531982
148,0,383.7706285635604,457.4907017032371,0.7410606384277344
148,1,184.69229198502958,574.8558260251,0.6887779037157694
148,2,503.0605232700171,372.09084368378996,0.6906703877449036
149,0,381.88635633740836,451.8248051255599,0.749932352701823
149,1,185.5071418524754,574.4772600141304,0.6887743592262267
149,2,510.5419873525434,361.76920400838327,0.6866103434562684
150,0,377.91074791056224,447.14430492255036,0.7449582099914552
150,1,185.47666171819347,574.2087345369382,0.6882581671078999
150,2,516.0898145883041,356.95908253279606,0.6892728400230407
151,0,374.0535849846949,437.88681857829397,0.7519934495290119
151,1,186.173227819207,573.8684393611566,0.690047005812327
151,2,515.6206506999417,351.9034314328136,0.6860591912269592
152,0,370.0808561624678,431.8256317577746,0.7493232409159342
152,1,186.369667507321,573.9574958664654,0.68911292552948
152,2,513.443499913867,346.1481824715094,0.6899799156188966
153,0,364.8132295931167,422.65487858236656,0.7561015446980793
153,1,186.1984037139916,574.9221308321502,0.6863023757934571
153,2,513.3590206425308,343.32291628657055,0.6885142922401428
154,0,360.77179363297466,416.8685892249174,0.7446081956227619
154,1,185.7142948561943,575.4190617021686,0.6854801893234254
154,2,515.3684319180182,341.6198012387242,0.6884109544754029
155,0,356.47029394193765,409.73742720738204,0.7571324507395426
155,1,185.70104344987428,575.3047353214255,0.6820372541745504
155,2,517.9026047114181,343.442293654652,0.6904965019226074
156,0,351.2528044223489,403.98012538057463,0.7514995098114013
156,1,186.1998746082595,575.1841014302257,0.6828774134318034
156,2,518.0821836694743,342.7355579793794,0.6874666666984558
157,0,347.97746721395634,398.7138328300636,0.748791027069092
157,1,186.0380583281138,575.3279144853935,0.6889726241429647
157,2,518.1808107340102,344.77935691903514,0.6902991366386413
158,0,344.38925633340665,395.6291573304548,0.7461670875549317
158,1,185.81321827692574,575.4633684414943,0.6883679787317912
158,2,516.8904225720418,350.8113038318785,0.6844619488716125
159,0,344.31117951479285,393.3688200680377,0.747401491800944
159,1,185.62987273238008,575.6072709617231,0.6939310232798258
159,2,514.5683186755988,359.45433775468706,0.6789038920402527
160,0,343.4033181650094,392.6885200446073,0.7504779497782389
160,1,185.63236942629976,575.6265865065793,0.693557095527649
160,2,511.821485179546,368.0650207860859,0.680294930934906
161,0,341.62428439776517,390.2178748729226,0.7574551741282146
161,1,185.59070429844635,575.5765261235318,0.6904540459314982
161,2,509.5237312072239,374.925357000715,0.6857252883911134
162,0,341.3734734650933,389.03039197965836,0.7579753398895264
